epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2334.65,0.30903,0.26588,0.99584,0.87463,0.85891,0.91468,0.59297,1.4132,0.87484,2.70615,0.0082378,0.0082378,0.0082378
180,2347.4,0.31812,0.27065,1.00268,0.87083,0.8641,0.91162,0.58303,1.40547,0.89611,2.68634,0.0082279,0.0082279,0.0082279
181,2360.13,0.32223,0.27077,1.0004,0.88954,0.84306,0.91451,0.58544,1.4012,0.89432,2.66157,0.008218,0.008218,0.008218
182,2372.91,0.3175,0.26926,1.00317,0.84408,0.8725,0.89839,0.57092,1.3917,0.98735,2.64409,0.0082081,0.0082081,0.0082081
183,2385.66,0.3187,0.26678,1.00127,0.82905,0.8835,0.88718,0.57907,1.37544,1.07147,2.70554,0.0081982,0.0081982,0.0081982
184,2398.53,0.30478,0.25908,0.99708,0.83464,0.87016,0.86983,0.5727,1.38851,1.09685,2.74036,0.0081883,0.0081883,0.0081883
185,2411.4,0.30397,0.26487,0.99641,0.9002,0.8622,0.92132,0.58079,1.41363,0.84253,2.72186,0.0081784,0.0081784,0.0081784
186,2424.15,0.31473,0.2591,1.00168,0.88579,0.85058,0.90727,0.58332,1.4111,0.87948,2.7078,0.0081685,0.0081685,0.0081685
187,2437.01,0.31315,0.27063,1.00135,0.88974,0.85359,0.9142,0.58765,1.40639,0.91815,2.69515,0.0081586,0.0081586,0.0081586
188,2449.75,0.30274,0.25861,0.98868,0.93018,0.86627,0.9223,0.59632,1.39313,0.8655,2.61548,0.0081487,0.0081487,0.0081487
189,2462.57,0.31035,0.26426,0.99539,0.90517,0.86561,0.92052,0.58274,1.40206,0.93783,2.63715,0.0081388,0.0081388,0.0081388
190,2475.39,0.30563,0.26157,0.99421,0.8839,0.87083,0.9066,0.58304,1.41089,0.92304,2.71216,0.0081289,0.0081289,0.0081289
191,2488.17,0.30978,0.26446,1.0004,0.88437,0.89084,0.91443,0.5842,1.39727,0.91765,2.6592,0.008119,0.008119,0.008119
192,2501.14,0.307,0.26961,0.99759,0.87967,0.88677,0.92175,0.58077,1.39874,0.97738,2.73162,0.0081091,0.0081091,0.0081091
193,2514.03,0.2998,0.26637,0.99128,0.85866,0.90833,0.91709,0.58489,1.39803,0.94109,2.74624,0.0080992,0.0080992,0.0080992
194,2526.83,0.31584,0.26919,0.99853,0.85568,0.86528,0.90654,0.59345,1.37484,0.95737,2.64894,0.0080893,0.0080893,0.0080893
195,2539.63,0.30919,0.26487,0.99422,0.86853,0.85681,0.88504,0.5772,1.35096,0.98986,2.56722,0.0080794,0.0080794,0.0080794
196,2552.35,0.29638,0.25904,0.98596,0.85398,0.88792,0.88711,0.5725,1.35031,0.99635,2.60096,0.0080695,0.0080695,0.0080695
197,2565.15,0.30566,0.26514,0.99233,0.90611,0.87162,0.90547,0.58472,1.38255,0.89651,2.67856,0.0080596,0.0080596,0.0080596
198,2577.97,0.30349,0.25856,0.99573,0.90052,0.88857,0.92237,0.58864,1.38394,0.85054,2.69294,0.0080497,0.0080497,0.0080497
199,2590.73,0.30506,0.27228,0.99538,0.87594,0.86667,0.9153,0.58667,1.38297,0.93568,2.69874,0.0080398,0.0080398,0.0080398
200,2603.63,0.3027,0.26266,0.99425,0.87482,0.85637,0.90322,0.58284,1.39152,0.98564,2.72924,0.0080299,0.0080299,0.0080299
201,2616.48,0.30225,0.25791,0.99643,0.88103,0.87719,0.91779,0.58043,1.3882,0.9198,2.71122,0.00802,0.00802,0.00802
202,2629.23,0.30094,0.26298,0.99551,0.8708,0.87039,0.90792,0.57569,1.3949,0.95833,2.79566,0.0080101,0.0080101,0.0080101
203,2642.03,0.30343,0.26039,0.99212,0.8957,0.87033,0.92475,0.58355,1.41514,0.91369,2.77488,0.0080002,0.0080002,0.0080002
204,2654.76,0.30233,0.26565,0.99338,0.89246,0.87994,0.93248,0.58241,1.4121,0.87275,2.80859,0.0079903,0.0079903,0.0079903
205,2667.6,0.29515,0.25996,0.98514,0.90167,0.86944,0.93188,0.57877,1.42329,0.89026,2.79894,0.0079804,0.0079804,0.0079804
206,2680.42,0.3042,0.25744,0.99175,0.9015,0.88792,0.93303,0.58637,1.42909,0.83915,2.74434,0.0079705,0.0079705,0.0079705
207,2693.18,0.30859,0.2662,0.99753,0.89588,0.88472,0.91933,0.56493,1.45844,0.85394,2.84033,0.0079606,0.0079606,0.0079606
208,2706.16,0.30338,0.26384,0.99457,0.8929,0.88123,0.90534,0.56617,1.4696,0.85915,2.85292,0.0079507,0.0079507,0.0079507
209,2719.06,0.30336,0.26277,0.99058,0.88886,0.86558,0.911,0.57124,1.44299,0.93449,2.84615,0.0079408,0.0079408,0.0079408
210,2731.86,0.29235,0.26371,0.98503,0.87893,0.88,0.91532,0.57559,1.44306,0.92165,2.83433,0.0079309,0.0079309,0.0079309
211,2744.63,0.29953,0.25389,0.99435,0.86644,0.88744,0.91138,0.58129,1.41908,0.89593,2.77115,0.007921,0.007921,0.007921
212,2757.4,0.29815,0.25557,0.99067,0.88433,0.875,0.91826,0.58123,1.40705,0.88094,2.70551,0.0079111,0.0079111,0.0079111
213,2770.24,0.30478,0.25603,0.99584,0.87565,0.88846,0.908,0.58144,1.41585,0.93291,2.72536,0.0079012,0.0079012,0.0079012
